subject,sequences_ 1,sequences_ 2,sequences_ 3,sequences_ 4,sequences_ 5,sequences_ 6,sequences_ 7,sequences_ 8,sequences_ 9,sequences_10,sequences_11,sequences_12,sequences_13,sequences_14,sequences_15,sequences_16,responseLeft
2,74,77,77,41,73,68,55,47,62,38,52,54,69,55,24,70,0
2,54,67,31,28,51,67,45,58,84,60,40,74,52,66,46,64,0
2,28,58,34,63,68,42,68,53,35,73,77,69,47,65,57,67,0
2,62,63,55,58,39,63,21,47,80,81,67,57,43,49,63,44,0
2,64,65,48,52,45,62,52,91,55,34,74,38,26,47,53,64,1
2,75,62,61,63,31,60,84,68,58,38,43,45,49,52,88,45,1
2,58,58,59,58,81,64,68,25,73,32,61,60,41,54,49,26,1
2,64,84,56,58,34,75,71,49,53,49,67,63,63,44,30,31,1
2,60,35,60,16,36,51,38,27,54,40,51,60,28,34,69,65,0
2,26,67,33,38,45,49,23,23,47,53,66,39,49,20,49,61,0
2,84,71,48,52,54,39,62,55,59,41,49,24,57,56,71,29,1
2,52,25,49,52,37,49,73,62,53,66,25,35,24,38,24,49,1
2,37,37,59,50,47,77,40,69,48,24,25,49,67,23,45,49,1
2,66,49,61,27,26,26,49,46,73,58,62,45,27,66,51,38,0
2,46,61,26,47,53,36,63,22,28,63,62,46,62,69,44,73,0
2,38,25,34,62,41,49,43,75,79,58,71,50,59,37,32,54,1
2,16,46,61,41,27,38,52,58,69,43,46,34,71,36,72,56,0
2,42,16,43,42,43,35,53,66,48,43,34,68,51,42,77,56,0
2,43,62,53,52,21,65,33,47,47,37,23,20,32,35,70,42,1
2,82,37,56,70,62,40,53,44,16,47,53,68,55,48,48,40,1
2,53,23,55,57,54,62,74,56,65,54,48,64,58,77,95,66,0
2,47,60,37,53,30,64,24,43,60,34,44,22,19,28,21,48,0
2,47,39,26,66,45,18,44,44,41,64,36,50,79,37,61,43,0
2,40,33,35,55,74,34,30,44,74,36,46,67,57,39,73,43,0
2,87,60,49,60,45,83,57,72,57,54,69,76,65,44,39,30,1
2,56,67,40,57,71,61,28,62,57,30,21,63,44,62,40,41,1
2,68,55,80,65,49,84,46,51,46,76,42,70,35,40,57,50,1
2,42,68,42,76,28,51,60,59,63,46,73,75,44,48,78,42,0
2,65,55,42,46,72,77,33,67,40,71,35,60,51,28,43,54,1
2,57,26,57,32,48,66,43,26,29,53,34,65,64,64,70,56,0
2,31,19,53,36,38,43,42,73,39,45,62,67,48,20,51,39,1
2,27,28,27,49,71,46,30,50,41,61,33,67,37,34,67,54,0
2,42,63,66,33,24,38,37,34,54,66,42,38,55,34,71,66,0
2,81,49,28,51,53,41,45,61,53,20,49,55,27,58,37,35,1
2,57,31,38,76,55,44,71,44,38,23,53,24,42,68,44,51,1
2,50,42,40,83,64,50,37,58,31,35,50,50,69,23,34,43,1
2,55,50,15,20,26,51,38,28,36,58,70,59,25,37,49,34,0
2,61,33,46,77,56,69,81,55,45,20,71,49,63,48,50,39,1
2,40,69,64,36,45,33,36,70,61,33,27,25,65,31,41,30,1
2,53,54,44,35,68,46,35,73,65,72,79,46,34,59,73,58,0
2,44,27,73,56,41,55,66,54,46,33,66,51,28,51,15,46,1
2,66,69,50,93,73,44,63,55,55,62,43,83,57,50,35,49,1
2,61,37,36,32,47,43,73,33,63,60,52,82,33,48,57,45,0
2,37,75,48,52,55,32,36,71,54,49,47,58,41,27,24,14,1
2,22,61,60,41,30,39,25,54,48,53,55,72,38,24,51,60,0
2,57,43,39,23,50,58,75,40,71,71,64,48,44,27,68,64,0
2,70,29,53,52,39,31,53,58,42,22,25,65,37,30,36,56,1
2,69,28,28,41,53,44,47,28,59,31,50,38,79,50,59,45,0
2,73,40,59,31,41,34,49,56,16,25,35,57,38,38,56,46,1
2,29,59,67,44,66,73,57,41,17,56,45,45,30,41,54,62,1
2,67,53,32,46,49,82,46,57,60,95,72,53,46,49,72,60,1
2,67,47,78,54,40,81,65,66,71,43,69,33,36,63,54,48,1
2,53,52,77,53,41,41,83,70,64,70,35,43,55,38,26,54,1
2,57,52,32,49,34,43,16,21,22,62,36,51,45,71,52,57,0
2,61,62,55,56,80,48,47,25,41,42,75,66,82,69,66,70,0
2,31,54,66,52,53,43,48,82,52,59,54,91,61,84,58,56,0
2,50,56,54,48,92,61,76,48,66,42,60,50,23,59,68,36,1
2,51,66,76,54,45,35,33,42,28,75,59,57,66,54,65,70,0
2,59,33,66,38,57,79,42,56,67,75,91,41,54,50,60,63,0
2,56,26,56,46,73,51,29,47,61,47,30,83,49,68,57,63,0
2,45,40,37,22,71,46,26,29,39,39,62,60,34,21,37,65,0
2,39,74,38,71,39,51,56,52,40,39,66,46,52,48,19,20,1
2,52,60,27,59,81,44,49,58,37,69,49,49,16,47,48,41,1
2,23,38,49,61,56,58,74,63,56,82,47,66,55,52,88,55,0
2,40,66,54,75,66,52,30,41,19,28,37,63,46,53,51,40,1
2,68,83,34,62,62,42,57,46,30,70,59,46,54,36,24,56,1
2,61,25,54,39,65,46,62,62,39,76,57,75,72,36,71,64,0
2,42,50,75,37,63,65,64,74,22,65,60,57,59,59,33,37,1
2,55,48,59,87,49,50,46,74,74,37,45,53,53,38,26,59,1
2,34,50,20,26,59,54,45,29,71,35,39,40,38,46,67,57,0
2,64,35,52,35,34,42,74,39,37,44,56,38,66,78,73,56,0
2,43,48,63,22,64,59,59,40,22,26,45,58,38,18,51,55,1
2,39,70,29,45,39,40,37,69,56,32,50,58,78,73,56,53,0
2,44,28,73,39,67,61,51,51,39,53,63,59,75,57,48,88,0
2,51,49,30,61,47,52,75,70,69,59,48,69,80,47,88,58,0
2,62,43,54,58,37,24,66,40,49,30,55,60,34,73,56,60,0
2,63,51,66,76,27,58,49,48,74,39,83,53,55,68,72,68,0
2,67,35,51,79,61,42,64,40,56,93,49,73,64,52,71,54,0
2,53,52,68,22,39,37,33,51,64,34,57,79,59,48,40,44,0
2,85,37,45,63,49,44,63,64,56,39,41,17,60,51,41,57,1
2,17,43,58,41,45,63,59,45,60,44,88,45,46,43,58,66,0
2,69,20,47,30,40,44,42,59,47,70,41,49,27,65,64,69,0
2,52,69,35,45,70,76,40,55,51,39,77,61,87,74,72,58,0
2,71,52,86,79,66,46,56,53,58,43,48,82,51,55,47,33,1
2,63,34,47,72,48,60,70,38,39,72,66,57,57,91,62,70,0
2,55,42,36,15,56,50,64,52,76,36,49,43,55,71,71,48,1
2,67,70,24,50,58,47,66,53,61,46,58,49,18,60,30,40,1
2,61,39,81,58,74,61,62,39,52,31,61,66,42,64,31,53,1
2,65,62,31,38,51,68,68,62,41,55,58,71,49,42,26,24,1
2,33,67,69,37,45,63,39,52,76,77,49,29,57,71,66,61,0
2,78,61,74,71,55,66,32,69,59,50,55,64,82,35,35,42,1
2,57,30,60,61,30,29,23,49,71,46,47,43,27,53,73,57,0
2,77,63,87,73,49,43,59,56,48,42,29,69,70,63,61,53,1
2,17,63,21,30,38,35,36,57,28,58,44,48,60,55,69,29,0
2,53,45,23,15,59,22,43,31,65,34,34,56,41,65,33,32,0
2,58,46,42,45,73,41,38,20,68,36,46,75,52,78,46,44,0
2,53,57,24,30,28,30,42,17,41,65,58,51,54,33,34,24,0
2,46,73,17,49,53,44,46,56,51,62,43,50,26,17,25,36,1
3,43,78,69,68,38,65,46,63,55,59,41,39,78,40,44,35,1
3,55,48,59,87,49,50,46,74,74,37,45,53,53,38,26,59,1
3,76,48,68,46,75,72,48,45,57,64,43,39,40,49,29,73,1
3,29,29,51,62,42,48,61,64,74,61,43,50,32,71,63,71,1
3,57,61,61,20,32,43,58,43,71,57,83,45,59,51,49,36,0
3,67,47,78,54,40,81,65,66,71,43,69,33,36,63,54,48,1
3,88,52,58,64,42,44,55,45,16,49,61,60,32,41,52,56,0
3,66,31,32,68,38,45,37,48,10,50,41,57,50,42,35,51,1
3,53,54,64,65,27,62,41,36,19,29,49,35,48,47,66,27,1
3,45,40,37,22,71,46,26,29,39,39,62,60,34,21,37,65,0
3,64,63,43,90,54,46,75,58,41,37,44,41,61,55,82,45,1
3,33,59,66,49,77,75,44,57,55,54,43,25,58,29,67,55,1
3,30,24,46,28,60,21,61,31,52,45,63,63,28,30,55,33,0
3,52,49,75,39,53,32,30,64,55,21,38,35,21,40,31,67,0
3,70,43,36,36,69,28,45,58,28,31,61,26,23,44,52,52,0
3,69,47,79,39,49,42,53,41,34,37,63,65,35,20,50,38,1
3,76,71,68,55,53,44,31,46,56,34,78,64,64,60,85,71,0
3,62,43,54,58,37,24,66,40,49,30,55,60,34,73,56,60,0
3,23,28,53,37,67,54,32,27,36,39,58,64,47,64,27,67,0
3,23,48,52,77,46,64,56,48,42,27,66,52,17,52,35,52,1
3,30,37,49,52,73,56,35,31,37,41,47,53,83,47,58,66,0
3,49,25,59,75,50,58,44,40,56,51,65,47,76,49,90,47,0
3,45,48,31,47,37,57,23,73,34,19,36,46,58,26,16,55,1
3,64,36,49,28,56,47,73,47,75,46,88,61,64,38,52,62,0
3,67,60,83,47,75,51,84,47,75,49,60,40,66,56,30,63,1
3,48,58,22,31,24,34,50,61,30,51,58,28,52,48,69,65,0
3,30,19,55,43,41,65,47,37,68,35,48,70,60,40,33,67,0
3,32,45,59,37,22,19,50,26,40,37,29,33,71,64,53,45,1
3,48,47,74,33,29,57,47,40,73,68,67,42,70,44,65,34,0
3,49,80,67,63,40,86,65,49,57,53,19,55,56,52,69,57,1
3,63,69,52,30,24,44,45,34,32,27,23,40,38,37,18,65,1
3,56,60,47,35,62,71,66,32,41,30,41,31,51,28,74,47,1
3,58,53,37,30,44,50,75,37,42,54,44,49,72,65,76,33,0
3,43,25,23,45,27,64,39,20,63,39,53,48,36,21,38,65,0
3,28,19,46,28,54,63,45,25,50,47,39,48,34,38,52,80,0
3,82,54,65,80,64,57,41,75,69,52,57,62,22,54,64,60,1
3,41,50,53,79,30,71,54,52,49,43,27,44,60,54,16,56,1
3,66,73,67,65,58,37,86,76,61,28,78,61,37,61,58,60,0
3,40,63,59,80,71,59,67,33,61,64,53,65,33,53,28,63,1
3,36,67,44,20,24,50,41,26,43,39,48,22,73,44,54,64,1
3,37,63,39,35,42,35,61,72,42,57,88,54,57,65,42,62,0
3,29,38,66,39,59,50,24,35,43,53,23,69,49,57,69,59,1
3,42,73,51,77,51,41,38,50,57,65,50,59,71,72,39,85,0
3,48,53,52,76,34,29,59,54,53,21,26,35,27,55,47,55,1
3,29,33,58,34,66,55,38,55,52,53,57,64,62,69,23,72,0
3,40,66,54,55,64,45,81,75,42,35,49,43,81,43,69,43,0
3,31,34,50,43,28,65,59,19,18,16,46,46,26,40,46,52,0
3,57,56,49,60,43,53,83,31,62,79,57,66,56,40,85,56,0
3,56,48,43,34,40,65,54,84,64,61,72,71,83,53,36,66,0
3,67,61,56,60,32,78,81,51,45,63,59,72,43,65,30,38,1
3,31,50,47,35,56,51,21,67,53,48,27,26,45,48,15,19,1
3,57,75,36,48,24,54,53,53,46,39,55,77,46,75,69,73,0
3,23,28,14,48,48,33,58,52,48,27,52,57,18,56,41,53,0
3,51,51,41,48,45,45,87,42,33,69,79,65,73,70,47,55,0
3,53,68,42,79,37,44,60,55,43,64,60,70,41,79,79,76,0
3,71,80,47,81,70,46,51,79,52,46,81,69,28,60,47,51,1
3,56,65,63,32,42,39,51,80,31,35,39,39,64,60,24,50,0
3,58,73,54,50,40,91,70,56,60,52,60,30,48,34,68,66,1
3,39,71,54,53,52,72,71,36,37,56,74,26,53,54,36,45,1
3,43,23,51,47,55,70,46,65,16,61,25,52,25,40,37,51,1
3,39,69,88,55,56,50,66,63,71,39,40,37,58,72,40,36,1
3,44,51,76,64,34,78,63,63,53,33,40,37,68,65,69,37,1
3,41,63,61,76,38,35,50,59,33,44,24,63,42,62,25,36,1
3,38,30,59,58,23,29,51,51,48,59,52,56,84,41,39,39,0
3,48,20,47,39,33,72,50,56,49,26,65,70,65,56,64,60,0
3,33,70,37,70,59,41,56,51,60,58,70,88,76,59,41,54,0
3,41,34,26,8,41,46,46,53,78,36,50,29,46,44,38,41,0
3,68,56,40,52,53,28,32,68,34,25,54,36,11,54,43,53,1
3,20,67,40,18,47,49,39,39,59,28,67,30,49,45,40,70,0
3,57,43,46,66,54,34,58,79,67,74,66,69,80,29,56,72,1
3,42,53,68,31,70,43,72,54,54,34,66,59,41,23,40,36,0
3,37,38,57,70,28,51,53,28,17,26,64,40,41,59,42,32,0
3,39,22,31,60,36,22,19,52,44,55,54,68,53,24,30,32,1
3,51,69,73,76,69,37,79,47,49,27,37,64,55,57,74,64,0
3,56,61,36,55,50,88,70,63,66,22,66,46,52,48,41,49,1
3,64,53,52,68,31,32,46,66,47,57,64,50,13,45,38,52,1
3,47,54,30,46,66,62,31,68,54,70,64,32,59,78,57,78,1
3,65,56,26,69,60,50,35,51,25,58,30,33,63,40,53,30,1
3,59,48,56,25,63,37,33,26,46,67,55,46,50,14,61,50,1
3,62,63,50,57,67,28,41,32,53,59,75,35,64,43,65,76,0
3,61,36,65,40,58,66,62,81,53,75,33,27,42,58,50,51,1
3,49,62,48,71,76,41,45,39,30,66,58,72,67,65,69,42,0
3,27,44,48,50,76,58,64,48,81,66,67,38,45,77,55,54,0
3,67,51,25,35,34,65,46,45,46,76,49,57,48,29,69,66,0
3,51,39,48,41,56,76,45,76,36,68,47,84,67,74,76,66,0
3,69,43,44,57,80,55,86,54,42,34,40,59,38,69,65,64,1
3,44,31,34,63,41,73,52,63,56,43,28,33,38,58,30,71,1
3,69,63,47,41,64,60,67,29,52,28,45,50,29,49,37,76,0
3,48,27,61,67,37,56,71,37,41,32,16,30,56,60,59,34,1
3,43,60,85,49,38,40,48,60,57,53,55,26,44,52,17,38,1
3,48,79,76,66,79,59,35,54,56,30,58,68,39,65,37,59,1
3,41,22,65,60,44,49,37,63,47,49,35,19,24,44,59,23,1
3,37,45,81,36,50,51,58,35,23,47,24,35,56,28,63,32,1
3,63,73,73,46,33,47,52,61,30,48,48,27,40,72,56,48,1
3,19,55,46,67,56,42,63,61,81,74,74,57,35,62,55,53,1
3,18,15,44,60,31,44,53,32,51,42,30,41,43,74,40,68,0
3,41,38,67,45,42,81,44,59,22,51,46,32,32,63,62,44,1
3,31,32,70,50,54,52,44,75,66,46,71,70,72,59,31,79,1
3,38,61,31,50,18,32,57,34,50,40,33,79,55,41,36,64,0
3,70,26,41,68,60,49,61,52,47,44,29,55,58,63,69,32,1
3,52,31,52,31,28,52,54,68,58,67,49,27,56,60,61,77,0
3,50,52,73,47,31,70,75,61,17,60,65,49,54,56,31,46,1
3,42,56,54,52,37,54,32,16,26,39,55,70,73,57,48,54,0
3,63,80,58,39,80,69,54,49,46,24,51,48,77,45,60,57,1
3,55,49,54,36,52,74,30,65,70,73,78,71,59,63,35,50,0
3,72,58,60,42,48,54,77,34,62,63,35,43,46,56,34,23,1
3,40,61,43,78,38,43,58,66,37,78,59,65,76,72,80,52,0
3,60,65,61,72,66,94,47,53,86,55,33,54,61,48,49,49,1
3,57,57,67,40,78,48,82,56,38,44,40,72,37,53,75,53,1
3,39,35,72,63,55,71,43,53,59,47,40,15,47,51,33,55,1
3,52,35,45,64,75,60,69,31,44,56,79,65,61,47,65,91,1
3,51,58,70,52,34,36,42,78,44,62,74,49,50,56,82,86,0
3,45,40,39,63,80,38,39,64,50,44,47,67,86,45,63,77,0
3,74,64,54,73,62,40,59,31,30,69,64,62,70,36,43,53,0
3,62,61,49,88,61,53,38,62,34,41,44,41,44,84,52,54,1
3,65,72,29,65,65,49,57,33,81,53,92,63,64,56,48,62,0
3,65,51,45,29,54,68,47,75,74,70,53,52,73,79,40,77,0
3,62,40,44,58,46,69,82,41,51,87,61,85,64,47,76,57,0
3,37,85,42,52,37,55,48,48,42,31,72,27,43,32,29,42,1
3,45,58,65,49,61,19,57,47,89,53,45,51,55,48,71,69,0
3,63,17,42,36,64,43,43,32,74,75,38,45,41,50,51,47,0
3,33,48,50,26,58,70,34,46,60,34,38,63,70,62,42,68,0
3,47,36,64,75,77,49,47,52,75,86,42,48,79,65,74,55,1
3,59,69,57,51,74,32,76,70,53,67,68,77,66,49,29,55,0
3,59,26,20,48,38,48,27,53,45,50,22,53,72,47,66,45,0
3,33,28,57,55,62,28,48,22,68,30,44,40,43,77,58,58,0
3,73,43,46,36,73,51,41,61,62,38,56,33,44,62,20,32,1
3,48,33,26,48,30,64,35,67,51,61,38,49,56,66,27,72,0
3,49,64,49,45,37,46,30,75,47,61,74,74,42,53,82,42,1
3,53,68,30,56,62,38,42,69,48,76,51,46,79,75,76,55,0
3,44,51,49,67,48,50,87,60,79,43,60,49,33,36,42,40,1
3,39,36,60,56,43,56,76,72,81,67,56,53,56,47,73,86,0
3,55,55,37,57,55,81,68,35,61,45,80,76,47,58,86,66,0
3,52,63,37,47,30,68,36,72,80,72,47,77,57,41,61,51,1
3,89,53,58,54,59,50,43,44,66,24,59,30,46,51,44,62,0
3,73,54,91,55,78,57,51,49,34,63,61,58,44,42,83,45,1
3,70,43,55,46,53,24,32,54,28,66,59,64,48,51,65,82,0
3,46,75,62,63,78,52,36,62,45,56,68,70,28,41,51,38,0
3,50,67,53,63,77,43,37,71,64,43,51,21,36,55,45,67,1
3,26,48,53,35,36,60,23,18,38,51,32,28,75,40,53,59,0
3,32,68,54,77,49,65,53,73,23,56,69,55,51,28,52,58,1
3,27,54,38,37,37,54,69,64,87,61,41,53,47,66,57,39,0
3,68,55,44,73,38,55,70,33,28,33,61,44,45,42,72,37,1
3,32,56,40,21,45,50,67,37,53,71,55,72,47,54,27,40,1
3,8,26,38,51,48,46,27,44,51,46,44,63,50,27,59,18,0
3,39,32,36,32,72,30,45,51,62,47,31,64,32,67,60,55,0
3,37,41,28,42,43,69,26,62,17,42,61,63,41,45,54,65,0
3,52,56,80,63,57,87,60,41,48,68,61,27,43,71,47,60,1
3,81,77,63,68,36,75,57,60,88,52,43,53,55,52,36,54,1
3,54,59,40,54,70,34,39,73,48,75,76,58,32,67,68,65,1
3,50,44,60,50,67,69,42,21,25,61,29,34,47,62,49,25,1
3,21,25,50,44,48,31,31,63,37,63,72,32,42,43,64,31,0
3,47,29,73,35,41,44,28,23,57,48,29,44,27,50,71,48,0
3,57,37,24,16,46,52,26,33,35,49,73,24,59,41,42,48,0
3,42,41,47,39,75,66,58,68,61,46,62,20,42,24,50,49,0
3,46,82,32,58,54,35,48,56,70,73,57,70,75,64,46,36,0
3,28,48,54,26,64,45,47,26,64,15,53,63,41,52,52,39,1
3,56,56,66,43,23,49,68,58,33,58,33,46,16,45,66,49,0
3,62,68,36,23,62,55,63,55,33,61,46,40,66,74,54,74,0
3,70,98,46,68,61,58,62,51,47,56,77,45,77,42,54,43,1
3,43,57,35,30,28,59,16,28,42,76,46,34,54,45,52,26,0
3,64,87,74,46,54,53,79,62,50,82,45,36,65,49,47,63,1
3,39,88,63,64,57,61,42,54,36,47,74,38,34,47,47,65,1
3,46,47,58,29,38,52,71,29,42,84,45,59,63,57,38,71,1
3,44,31,35,41,72,55,45,69,40,63,55,48,67,86,51,46,0
3,44,53,45,61,48,76,40,25,52,21,47,17,58,42,46,35,1
3,69,47,39,53,56,52,61,90,70,36,52,55,29,57,59,29,1
3,57,76,52,51,36,74,51,40,55,31,36,19,56,41,61,60,1
3,43,68,67,54,80,46,41,49,48,32,65,52,48,17,47,47,1
3,40,67,54,26,27,52,38,37,35,51,78,47,45,73,42,52,0
3,48,42,38,47,62,31,43,80,64,19,52,19,38,38,42,39,1
3,89,52,47,82,63,65,46,55,63,58,48,34,38,51,82,54,0
3,39,39,25,46,71,53,58,37,38,70,54,56,34,52,66,74,0
3,42,58,17,47,35,59,28,58,29,55,67,48,56,32,66,59,0
3,56,30,36,48,54,43,72,66,45,22,52,39,23,66,35,42,1
3,46,53,35,54,54,27,50,74,33,37,22,26,42,70,53,36,1
3,43,59,30,76,36,36,51,53,44,47,25,23,60,32,19,57,1
3,51,64,72,50,41,41,29,72,39,54,73,73,50,86,67,54,0
3,46,47,62,58,37,16,54,50,41,64,69,76,60,50,34,58,0
3,62,60,65,62,55,87,41,39,34,58,39,43,41,33,70,66,1
3,42,32,60,64,38,32,46,73,51,65,63,54,26,82,57,61,1
3,53,32,46,76,34,65,57,63,54,62,63,66,98,64,43,60,0
3,87,66,46,73,49,56,47,42,50,62,49,28,46,72,48,33,1
3,63,58,24,54,28,62,41,51,45,44,49,82,45,79,51,56,0
3,27,48,66,48,52,78,55,66,47,61,38,42,44,64,54,16,1
3,42,35,40,60,35,61,76,45,31,75,73,64,58,56,54,69,0
3,69,60,53,40,62,74,70,36,47,26,48,54,78,47,34,57,1
3,53,21,57,37,55,35,55,71,45,80,33,72,59,45,56,58,1
3,61,46,38,28,57,75,59,52,51,76,56,86,49,61,72,41,0
3,44,26,26,26,68,51,47,29,70,42,68,25,40,43,56,62,0
3,79,46,53,42,46,52,26,60,67,52,71,33,73,68,76,50,0
3,21,58,34,35,48,45,49,18,37,26,55,80,56,46,43,48,0
3,36,43,63,44,64,39,49,77,80,77,54,54,53,69,63,38,0
3,30,57,36,59,54,72,54,71,29,69,44,42,34,28,58,53,1
3,49,34,27,53,16,59,37,30,41,50,36,63,62,67,30,38,1
3,39,52,19,54,49,21,49,56,54,62,29,66,29,55,65,49,0
3,34,66,78,49,55,49,43,73,53,35,72,57,37,63,30,48,0
3,38,15,43,67,50,37,33,26,68,56,51,39,28,54,62,32,0
3,56,80,46,84,71,48,75,61,48,76,53,55,59,32,74,51,1
3,59,44,18,45,47,29,28,58,64,53,50,69,39,64,43,26,0
3,53,47,41,58,43,41,75,82,71,40,54,74,77,80,65,51,0
3,50,47,65,86,77,76,48,69,55,67,67,49,74,55,33,37,1
3,17,17,50,42,50,50,24,45,21,21,42,52,45,57,37,57,1
3,33,65,51,76,47,52,72,46,48,51,23,29,34,63,58,60,0
3,61,31,53,46,67,38,25,55,48,29,22,40,56,41,55,20,1
3,56,62,57,29,50,52,35,74,77,79,37,54,67,56,70,41,0
3,42,66,24,32,61,36,31,25,55,77,36,46,30,57,54,42,0
3,65,67,63,66,30,50,60,36,69,40,84,49,74,74,56,70,0
3,66,35,29,19,43,51,25,44,45,46,77,34,33,42,58,64,0
3,72,27,37,47,52,59,54,69,54,38,64,39,34,44,18,54,1
3,20,44,62,22,40,58,36,36,59,42,31,45,62,61,28,67,0
3,43,55,35,28,19,49,37,62,48,53,67,57,39,61,21,59,0
3,27,48,71,58,45,64,42,36,58,74,64,52,71,77,51,28,0
3,64,55,45,44,84,54,39,35,44,48,43,30,39,61,65,20,1
3,64,39,33,47,62,64,81,45,30,54,24,51,51,69,39,47,1
3,17,64,49,26,47,52,27,35,40,51,32,64,53,43,75,38,0
3,62,63,55,58,39,63,21,47,80,81,67,57,43,49,63,44,0
3,35,38,44,48,59,35,32,77,52,69,50,38,52,41,54,87,0
3,40,48,55,43,77,36,57,34,55,18,49,55,27,42,27,32,1
3,85,66,57,59,69,60,34,62,53,70,47,49,56,61,59,22,1
3,78,71,61,52,38,44,50,71,40,36,78,60,46,35,47,46,1
3,66,54,65,46,43,26,67,37,31,42,19,63,47,26,56,36,1
3,28,41,26,42,69,33,40,62,37,75,60,24,48,45,41,52,1
3,69,40,30,57,45,72,54,65,43,66,72,74,90,64,50,61,0
3,42,68,42,76,28,51,60,59,63,46,73,75,44,48,78,42,0
3,62,51,63,39,78,31,55,71,53,46,73,43,24,52,46,36,1
3,76,53,63,39,53,31,41,61,51,39,60,16,30,49,38,52,0
3,56,76,39,50,62,60,27,47,31,46,50,54,67,25,31,36,1
3,63,46,33,26,61,37,60,54,69,39,45,35,58,46,64,72,0
3,34,57,61,40,40,76,64,36,66,72,34,53,82,48,58,60,0
3,40,69,30,51,31,44,47,64,54,63,69,39,60,45,84,50,0
3,35,41,74,55,45,26,64,41,70,46,29,80,57,58,49,68,0
3,72,56,71,36,37,38,43,53,45,17,46,29,40,46,32,68,0
3,46,57,60,50,76,42,26,44,24,49,21,47,59,46,56,25,1
3,23,42,41,71,34,31,23,29,46,46,43,54,67,28,62,28,0
3,71,39,72,46,67,39,52,43,48,72,58,77,85,61,71,39,0
3,57,53,48,69,53,79,72,29,32,40,59,39,45,69,34,73,0
3,41,35,61,31,55,50,15,38,68,24,37,59,48,57,52,61,0
3,37,75,48,52,55,32,36,71,54,49,47,58,41,27,24,14,1
3,31,19,53,36,38,43,42,73,39,45,62,67,48,20,51,39,1
4,37,24,55,43,44,59,68,59,84,65,50,59,68,30,53,57,0
4,72,62,61,61,36,74,66,34,60,44,19,49,34,48,59,66,1
4,62,54,37,83,37,40,55,62,65,65,86,59,47,64,75,39,0
4,34,53,59,63,72,60,86,64,60,59,70,36,38,62,49,30,1
4,48,65,79,35,58,56,52,34,59,66,53,70,39,58,87,74,0
4,54,71,67,48,36,42,24,41,31,55,77,73,51,65,53,51,0
4,69,78,69,35,80,50,51,55,46,42,30,57,63,74,38,49,1
4,65,51,57,63,35,56,71,25,64,59,62,43,44,88,62,66,0
4,74,49,89,71,41,50,68,59,64,46,27,66,58,34,65,63,1
4,79,50,55,39,56,26,47,38,37,24,44,37,41,36,69,21,0
4,86,50,58,52,72,36,71,68,50,31,71,33,61,66,63,39,1
4,53,59,35,49,48,41,82,44,60,84,83,44,54,64,53,51,0
4,60,39,69,50,54,45,25,28,42,29,18,31,72,30,37,31,1
4,59,71,28,51,32,46,52,38,83,52,60,68,63,45,36,59,0
4,48,59,63,27,51,36,69,71,72,42,25,43,33,56,31,30,1
4,59,42,40,51,84,44,44,41,46,66,33,40,30,16,39,51,0
4,70,52,66,62,50,43,55,89,52,42,35,52,81,42,60,40,1
4,48,47,32,73,36,26,46,36,60,49,63,54,61,19,54,70,0
4,27,43,39,37,72,33,31,61,51,47,76,53,42,69,42,34,0
4,80,75,70,68,43,44,76,63,43,66,49,73,38,65,34,57,1
4,44,66,55,90,63,79,69,46,79,68,54,48,37,49,38,55,1
4,49,63,90,68,61,75,41,59,53,41,53,49,27,74,53,68,1
4,53,71,41,43,67,44,42,21,71,32,48,28,30,33,40,22,1
4,69,43,70,74,33,49,57,63,58,33,29,66,48,71,45,33,1
4,67,51,24,65,59,28,44,49,21,48,25,22,63,39,34,47,1
4,29,50,63,72,57,80,59,47,64,34,53,66,38,60,46,29,1
4,17,30,49,21,33,38,66,35,61,59,30,32,53,64,49,33,0
4,20,38,23,65,26,40,31,50,30,32,52,37,41,55,74,45,0
4,40,64,44,76,56,50,30,41,35,40,32,66,34,60,34,24,1
4,63,41,42,55,18,36,56,53,43,49,66,38,49,84,48,56,0
4,57,70,89,58,43,52,50,64,60,18,68,51,50,59,56,40,1
4,70,39,43,66,77,66,70,39,47,59,46,53,62,18,45,60,1
4,41,52,86,53,66,59,68,36,40,23,51,41,49,57,42,73,1
4,67,52,22,30,28,51,31,37,61,66,43,65,56,33,40,29,0
4,69,48,65,28,60,37,51,69,58,81,54,48,89,64,64,54,0
4,36,80,67,56,49,54,39,55,40,66,48,27,65,23,49,50,1
4,34,42,37,34,59,71,64,43,30,44,43,20,30,32,28,67,1
4,62,80,60,55,41,71,39,73,30,59,51,32,52,54,51,75,1
4,51,47,42,33,41,75,72,35,45,18,51,36,60,20,45,48,1
4,37,44,48,62,81,55,38,39,36,52,47,46,24,17,42,60,1
4,27,47,39,24,35,34,69,40,70,46,52,36,63,27,37,67,0
4,63,31,50,49,28,75,58,42,39,65,22,48,33,49,37,22,1
4,73,54,60,39,32,56,46,72,31,32,41,35,72,44,30,62,1
4,50,45,35,75,36,54,33,26,46,72,39,42,56,43,76,66,0
4,48,64,20,61,66,39,58,62,53,63,79,63,65,59,76,32,0
4,47,23,50,44,28,64,51,69,46,52,52,78,44,55,82,53,0
4,67,79,49,72,43,44,50,71,74,62,42,28,38,33,59,48,1
