subject,sequenceA1,sequenceA2,sequenceA3,sequenceA4,sequenceA5,sequenceA6,sequenceA7,sequenceA8,sequenceB1,sequenceB2,sequenceB3,sequenceB4,sequenceB5,sequenceB6,sequenceB7,sequenceB8,isDifferentMeanSameVariance,sequenceChoiceLeft
1,26,54,77,47,86,35,50,42,48,52,59,50,35,61,65,47,0,1
1,72,62,23,43,73,86,48,63,65,66,53,71,42,63,64,51,0,1
1,37,59,79,45,77,35,36,81,61,46,55,74,43,56,59,53,0,1
1,30,53,21,24,41,51,48,83,32,62,39,30,50,46,49,44,0,1
1,59,69,36,53,26,30,37,44,41,64,45,47,85,40,58,51,1,1
1,45,19,41,26,47,41,80,67,44,32,51,53,32,57,53,43,0,1
1,75,51,46,17,37,70,72,63,47,65,46,49,70,60,47,46,0,1
1,40,41,44,39,29,49,27,58,69,55,31,21,13,36,63,39,0,1
1,45,72,44,57,67,46,57,52,61,85,48,36,36,63,79,33,0,1
1,39,34,38,43,32,30,92,36,28,49,30,44,43,53,41,58,0,1
1,40,52,43,29,65,64,51,23,81,67,44,47,42,39,61,65,1,1
1,38,65,34,44,78,49,62,51,36,50,45,68,42,16,52,34,1,1
1,40,40,55,87,30,38,36,73,59,53,59,56,52,46,29,47,0,1
1,45,63,74,62,59,51,70,48,33,70,69,34,56,61,56,94,0,0
1,54,53,46,41,49,90,39,19,41,60,42,59,48,43,64,37,0,0
1,56,59,27,38,74,51,49,65,37,76,32,42,40,48,34,30,1,0
1,67,38,35,27,55,27,44,57,53,56,83,43,49,43,68,39,1,0
1,54,54,82,39,12,54,48,40,55,44,34,59,32,48,56,54,0,1
1,31,50,41,56,61,49,51,40,39,39,41,28,79,74,23,55,0,1
1,70,58,48,57,57,65,40,63,52,70,77,35,61,84,28,52,0,1
1,68,63,44,60,28,55,34,35,50,39,43,68,63,87,57,55,1,0
1,43,25,27,61,11,60,66,56,42,52,65,45,34,34,38,40,0,0
1,41,51,38,56,31,40,70,24,73,67,37,40,65,45,40,62,1,0
1,26,32,38,22,54,61,61,40,22,60,71,56,51,50,62,44,1,1
1,43,54,39,74,66,56,37,32,16,44,26,47,52,26,50,57,1,1
1,46,47,52,41,67,38,53,64,56,59,62,29,41,30,89,43,0,1
1,45,60,28,68,43,57,35,67,45,77,77,54,40,45,71,68,1,1
1,75,48,40,45,37,36,28,56,71,50,53,84,53,34,49,51,1,1
1,45,36,56,30,53,56,45,40,53,51,31,44,21,28,87,46,0,1
1,24,33,60,27,36,41,82,54,46,29,50,29,55,50,53,45,0,1
1,27,71,37,59,20,29,37,70,43,31,49,37,59,54,37,39,0,1
1,44,64,34,54,89,33,71,69,48,67,49,58,49,71,66,50,0,1
1,64,52,34,77,39,44,51,65,55,31,37,70,54,34,28,35,1,1
1,65,60,52,50,44,58,70,70,67,55,62,48,21,59,69,92,0,1
1,46,48,48,31,51,76,72,67,39,55,69,43,61,35,38,23,1,1
1,58,46,58,37,47,87,52,47,63,46,36,33,59,59,31,23,1,1
1,72,45,42,47,37,39,52,20,42,60,80,29,49,59,53,57,1,1
1,49,56,61,42,50,38,69,82,29,50,66,31,68,32,51,42,1,1
1,45,61,27,53,56,70,29,61,61,36,52,84,69,53,52,71,1,0
2,45,56,72,44,64,24,57,62,17,52,36,30,43,61,58,47,1,0
2,27,71,37,59,20,29,37,70,43,31,49,37,59,54,37,39,0,1
2,43,44,37,61,40,42,55,30,60,72,22,29,62,42,18,50,0,0
2,42,17,88,53,58,49,58,53,42,53,66,58,58,33,55,53,0,0
2,67,41,19,39,24,43,65,71,49,32,59,55,37,54,39,41,0,1
2,50,46,43,43,58,46,53,72,82,25,52,30,51,37,69,63,0,1
2,45,63,74,62,59,51,70,48,33,70,69,34,56,61,56,94,0,1
2,70,80,63,65,41,49,38,55,78,52,42,30,56,39,49,38,1,0
2,42,55,56,50,75,51,61,66,25,82,58,81,71,52,43,47,0,0
2,58,41,41,60,69,23,51,59,68,71,60,63,36,38,66,75,1,1
2,31,28,53,65,70,57,62,89,60,51,40,65,56,63,71,48,0,1
2,60,52,57,61,27,36,62,27,84,42,70,71,48,51,47,49,1,0
2,57,44,24,41,63,74,71,84,68,62,61,47,45,59,70,47,0,0
2,49,65,27,53,72,12,50,40,30,60,44,43,42,40,57,50,0,1
2,27,49,52,57,39,43,54,47,27,30,80,23,42,42,54,68,0,1
2,40,52,43,29,65,64,51,23,81,67,44,47,42,39,61,65,1,1
2,60,36,48,63,72,53,28,62,45,30,32,38,48,59,68,26,1,1
2,60,48,63,71,41,56,69,64,39,35,79,62,65,43,56,93,0,0
2,40,66,27,45,44,60,20,47,44,38,67,57,46,62,79,36,1,1
2,33,63,56,47,52,53,83,39,59,61,25,40,50,52,27,27,1,1
2,52,43,64,69,43,60,77,34,60,17,36,65,38,47,53,42,1,0
2,27,53,61,52,27,27,55,60,43,67,32,66,50,70,43,67,1,0
2,31,36,54,26,42,74,39,40,50,37,82,49,64,54,37,52,1,0
2,34,66,56,43,56,78,47,13,55,48,44,51,48,29,66,50,0,1
2,41,23,65,39,47,69,51,42,72,45,45,65,70,65,67,30,1,0
2,71,70,62,65,58,32,78,46,68,57,25,57,59,41,62,33,1,1
2,47,43,73,74,41,34,65,54,50,47,32,42,25,36,73,49,1,1
2,87,44,50,45,25,60,38,72,52,39,66,53,63,57,55,39,0,0
2,58,52,63,47,55,70,38,58,92,59,72,32,50,54,46,36,0,1
2,29,52,75,46,64,27,80,40,41,56,35,53,61,51,54,68,0,1
2,52,28,70,71,49,65,19,29,33,42,64,49,47,51,42,58,0,0
2,54,54,82,39,12,54,48,40,55,44,34,59,32,48,56,54,0,1
2,64,37,23,70,49,55,12,33,45,41,33,39,38,62,50,33,0,0
2,65,75,38,39,66,75,72,53,55,60,37,33,32,54,73,58,1,1
2,60,50,21,30,61,37,39,27,28,76,48,38,63,42,53,59,1,0
2,69,55,45,83,61,62,64,33,40,60,70,45,31,61,55,29,1,1
2,53,48,25,48,22,67,54,49,55,26,55,74,50,61,73,51,1,0
2,72,62,23,43,73,86,48,63,65,66,53,71,42,63,64,51,0,1
2,54,60,41,53,75,49,56,61,50,61,32,98,43,52,49,64,0,0
2,67,43,60,64,60,22,51,50,46,47,36,53,68,37,19,31,1,0
2,63,26,18,40,62,46,65,73,33,36,57,61,50,46,48,59,0,1
2,70,30,38,34,63,48,44,34,60,28,52,43,72,60,72,56,1,0
2,37,48,28,72,36,27,53,54,52,66,56,35,59,41,82,43,1,0
2,60,32,65,59,44,21,53,58,82,44,35,59,75,61,55,64,1,1
2,51,51,63,63,44,36,56,39,53,53,20,55,40,47,39,91,0,0
2,44,64,34,54,89,33,71,69,48,67,49,58,49,71,66,50,0,0
2,40,61,68,34,74,43,42,48,28,37,31,24,42,43,67,59,1,0
2,47,58,39,47,83,73,57,51,61,45,66,55,21,32,47,46,1,1
2,38,65,34,44,78,49,62,51,36,50,45,68,42,16,52,34,1,1
2,56,26,43,70,46,95,57,57,53,46,56,76,46,55,56,61,0,1
2,49,48,61,47,55,70,50,70,80,76,61,46,29,27,63,64,0,0
2,30,43,60,32,29,30,31,67,58,59,37,72,37,36,35,63,1,1
2,52,45,35,31,51,71,45,21,63,60,56,68,26,36,54,70,1,0
2,28,64,58,52,44,70,49,75,25,44,51,51,70,48,49,22,1,1
2,63,54,52,40,74,53,52,23,48,21,40,32,60,63,25,41,1,0
2,65,44,54,40,48,23,22,31,21,56,50,40,59,59,51,72,1,0
2,51,45,46,17,34,52,67,42,77,57,42,68,63,37,39,50,1,0
2,41,51,38,56,31,40,70,24,73,67,37,40,65,45,40,62,1,0
2,28,33,52,50,57,43,52,38,12,45,60,70,27,32,63,45,0,0
2,40,41,44,39,29,49,27,58,69,55,31,21,13,36,63,39,0,0
2,59,69,36,53,26,30,37,44,41,64,45,47,85,40,58,51,1,0
2,45,61,27,53,56,70,29,61,61,36,52,84,69,53,52,71,1,0
2,51,26,63,53,49,20,40,55,68,43,59,29,58,50,77,54,1,0
2,56,36,21,26,53,26,56,78,52,52,37,40,43,30,59,37,0,1
2,82,30,63,51,39,29,49,75,49,54,54,39,62,35,65,56,0,1
2,40,62,44,44,61,60,63,63,31,17,72,62,52,63,74,66,0,0
2,37,22,60,48,30,40,66,39,62,47,55,82,54,31,52,44,1,0
2,71,65,98,53,57,55,55,25,60,65,74,68,50,63,59,44,0,1
2,59,36,60,24,20,42,48,50,51,57,53,58,66,61,51,17,1,1
2,28,39,48,28,50,53,48,43,78,18,42,37,42,17,44,59,0,0
2,30,49,39,49,61,62,77,58,64,37,41,26,42,47,24,62,1,1
2,48,34,37,38,31,54,74,61,35,53,47,68,64,39,69,78,1,0
2,67,22,31,45,43,47,64,46,55,42,71,47,41,83,50,58,1,0
2,65,36,57,29,54,56,72,68,37,54,72,24,56,40,41,37,1,1
2,49,68,84,66,31,63,61,25,61,52,55,67,56,71,47,41,0,1
2,54,41,76,42,33,14,23,54,43,27,31,40,47,47,57,45,0,1
2,42,68,74,62,57,50,50,55,65,69,39,25,85,66,40,70,0,0
2,65,84,40,44,42,59,50,46,33,59,64,57,26,38,44,29,1,1
2,52,63,24,37,43,23,82,49,59,42,44,28,52,58,52,44,0,1
2,45,43,24,53,45,56,12,52,43,41,54,39,56,34,81,60,1,0
2,30,74,65,69,81,38,30,63,46,74,50,57,51,64,58,45,0,1
2,57,42,61,51,42,69,41,53,39,56,53,35,30,79,43,82,0,0
2,40,60,58,41,38,41,54,82,55,44,42,53,35,33,15,61,1,0
2,57,43,42,59,43,62,63,38,31,83,50,45,45,48,27,80,0,0
2,50,30,28,62,68,71,58,17,49,57,53,44,37,58,31,54,0,1
2,59,52,43,26,26,71,45,41,47,71,62,68,29,40,66,55,1,1
2,65,31,75,66,53,53,39,60,26,62,43,53,56,41,58,22,1,1
2,34,61,84,58,61,67,54,43,33,60,45,26,38,66,56,63,1,1
2,37,37,44,35,42,22,42,58,63,17,12,29,53,51,63,30,0,1
2,44,56,45,59,42,45,61,71,53,40,63,55,90,26,36,64,0,1
2,49,62,46,63,56,94,49,55,50,58,33,38,27,61,62,65,1,1
2,64,51,43,70,44,59,62,90,66,56,45,70,25,57,43,41,1,1
2,68,55,60,56,65,60,51,35,69,21,38,64,38,76,72,68,0,1
2,44,43,38,64,31,58,21,61,47,53,54,36,50,58,87,58,1,1
2,28,46,54,29,51,69,31,34,49,37,34,69,70,60,65,38,1,0
2,84,39,26,39,23,52,36,29,45,32,31,54,40,57,36,30,0,1
2,40,77,69,44,30,55,53,59,42,14,51,56,29,50,61,44,1,1
2,45,23,51,50,68,55,41,67,63,86,65,36,56,47,54,72,1,1
2,45,72,44,57,67,46,57,52,61,85,48,36,36,63,79,33,0,0
2,45,58,56,36,77,43,33,67,50,30,37,54,12,59,46,46,1,1
2,25,65,27,58,12,55,61,57,49,47,51,44,36,30,64,41,0,1
2,34,39,49,37,27,60,48,41,44,35,54,27,21,40,85,28,0,0
2,48,21,43,35,45,20,42,67,46,64,61,30,30,48,49,72,1,0
2,52,18,47,54,39,60,28,27,54,48,75,64,50,42,23,51,1,1
2,70,58,48,57,57,65,40,63,52,70,77,35,61,84,28,52,0,0
2,33,44,85,37,54,66,38,80,50,78,59,52,59,48,53,44,0,1
2,12,50,75,45,28,31,63,31,40,33,49,41,25,56,53,42,0,1
2,53,34,73,55,68,40,32,48,65,89,53,55,63,65,39,49,1,1
2,68,55,25,73,62,51,65,68,74,52,29,47,47,27,48,59,1,0
2,64,55,44,60,52,74,60,48,56,78,93,61,54,35,32,50,0,1
2,34,56,38,54,47,50,66,48,33,36,48,42,68,44,31,90,0,1
2,26,73,44,41,17,35,72,47,52,40,39,52,30,59,39,38,0,1
2,73,62,50,28,54,73,28,77,72,54,50,46,71,44,57,55,0,1
2,60,57,53,63,30,54,47,52,95,48,42,31,51,51,63,33,0,0
2,64,42,32,64,26,34,26,37,44,71,28,47,73,43,44,55,1,0
2,57,72,64,40,45,31,66,67,54,61,66,34,24,39,33,52,1,1
2,54,50,43,38,72,57,59,53,28,55,81,68,24,43,59,69,0,1
2,58,63,51,58,63,71,60,39,21,81,72,71,72,48,43,53,0,0
2,55,64,63,73,69,41,62,51,28,62,74,55,83,85,51,44,0,0
2,88,51,30,27,51,43,48,70,60,48,64,56,60,43,35,42,0,1
2,68,42,36,45,65,59,73,36,64,39,42,53,20,42,59,25,1,1
2,75,51,46,17,37,70,72,63,47,65,46,49,70,60,47,46,0,0
2,29,15,69,47,64,26,55,23,60,35,48,41,36,33,29,48,0,0
2,47,35,13,63,56,39,37,33,54,42,23,51,75,60,39,53,1,1
2,72,45,42,47,37,39,52,20,42,60,80,29,49,59,53,57,1,1
2,68,63,44,60,28,55,34,35,50,39,43,68,63,87,57,55,1,0
2,66,57,56,39,46,38,55,50,35,26,50,41,66,85,67,39,0,0
2,61,81,78,63,64,42,55,39,36,61,50,38,60,53,74,31,1,1
2,30,53,21,24,41,51,48,83,32,62,39,30,50,46,49,44,0,1
2,31,50,41,56,61,49,51,40,39,39,41,28,79,74,23,55,0,0
2,38,39,76,29,40,54,57,38,69,61,75,26,61,56,51,51,1,1
2,65,33,60,59,43,71,46,76,76,48,54,35,32,57,33,43,1,0
2,47,76,43,32,71,48,41,44,47,36,40,43,32,71,19,34,1,1
2,30,61,63,55,71,37,52,33,25,23,28,57,45,39,66,40,1,0
2,58,36,32,44,37,55,34,51,38,43,89,42,31,23,37,43,0,0
2,54,54,44,59,63,30,19,42,57,52,29,51,63,49,75,74,1,0
2,62,70,51,20,60,43,44,43,53,85,73,49,68,37,55,53,1,0
2,54,62,70,41,59,66,44,60,36,91,76,65,50,35,56,44,0,0
2,32,65,68,46,81,48,59,52,33,49,44,38,24,51,74,52,1,1
2,47,67,20,48,39,25,77,27,62,28,40,42,35,50,47,46,0,1
2,66,42,39,63,43,74,76,46,31,34,45,63,26,66,59,46,1,1
2,51,55,60,40,40,74,61,81,55,34,65,39,31,58,36,67,1,1
2,49,52,79,55,50,53,66,52,41,78,68,39,70,25,79,55,0,0
2,47,41,71,52,63,24,47,31,46,63,55,30,59,75,77,49,1,0
2,57,62,38,48,47,55,59,36,50,43,68,36,63,73,55,12,0,0
2,84,57,61,80,58,46,48,46,48,43,33,70,38,40,76,51,1,1
2,36,64,64,81,63,86,43,33,47,47,70,63,52,55,73,64,0,1
2,39,50,46,50,41,56,67,36,78,44,64,31,21,30,57,61,0,0
2,65,76,49,28,52,42,55,65,37,69,31,23,47,49,58,37,1,0
2,63,27,20,40,45,30,56,54,54,62,54,48,70,65,26,37,1,0
2,51,54,38,61,13,44,50,48,39,36,66,69,52,53,48,78,1,0
2,42,46,67,43,60,78,77,70,53,56,41,66,18,60,57,47,1,1
2,13,61,42,29,52,56,77,63,65,60,39,38,52,39,46,53,0,1
2,28,73,54,47,63,45,57,74,47,36,58,35,54,19,64,47,1,1
2,38,30,82,34,48,50,32,76,46,36,42,41,57,67,45,55,0,1
2,41,36,49,46,37,25,34,58,52,45,75,41,12,22,52,29,0,0
2,30,61,54,42,58,65,36,71,54,45,56,64,23,27,41,29,1,1
2,66,69,34,74,62,31,39,24,35,53,53,46,59,51,65,37,0,1
2,58,45,50,33,43,47,59,63,40,20,70,52,62,35,43,79,0,0
2,31,44,61,54,58,45,59,45,60,52,48,82,18,64,32,47,0,0
2,50,42,63,65,17,52,44,49,47,73,35,58,70,78,47,55,1,1
2,59,47,32,58,61,39,48,16,53,43,58,72,70,62,56,24,1,0
2,65,82,54,77,62,55,39,45,49,35,54,47,36,54,44,83,1,0
2,48,67,50,55,39,50,64,40,50,60,44,28,54,92,32,59,0,0
2,44,50,56,21,55,38,29,66,41,82,62,61,59,52,32,49,1,0
2,41,55,64,52,64,67,42,56,74,69,56,23,66,47,31,76,0,0
2,38,37,58,46,28,34,51,35,67,29,10,36,22,54,63,50,0,0
2,80,38,76,48,45,57,65,68,68,53,59,59,44,38,54,22,1,0
2,37,55,32,45,59,49,59,47,41,54,69,72,58,12,48,33,0,0
2,60,49,44,63,56,51,55,93,59,29,43,54,58,36,42,74,1,0
2,31,47,55,50,68,74,57,34,31,42,50,49,18,28,65,51,1,0
2,60,43,52,72,66,49,54,63,81,26,51,50,39,70,83,59,0,0
2,58,46,58,37,47,87,52,47,63,46,36,33,59,59,31,23,1,1
2,42,56,66,45,57,53,20,64,58,21,38,42,61,26,48,25,1,0
2,37,59,68,59,69,40,27,47,44,48,15,57,50,40,51,20,1,1
2,37,59,79,45,77,35,36,81,61,46,55,74,43,56,59,53,0,1
2,66,17,53,41,77,56,47,75,64,66,49,43,46,42,61,61,0,1
2,37,26,66,41,63,61,48,33,59,58,79,35,49,56,44,75,1,0
2,55,51,25,29,59,55,48,24,61,54,42,34,70,77,37,51,1,0
2,30,74,20,15,51,47,35,57,33,57,34,46,49,30,47,31,0,1
2,58,82,34,62,72,53,52,51,73,43,40,49,29,61,32,58,1,1
2,56,61,47,53,55,73,74,47,41,54,62,49,76,28,59,94,0,0
2,53,35,47,52,37,56,47,84,53,41,42,10,59,44,46,30,1,1
2,60,40,47,76,48,59,33,69,51,45,55,12,37,56,58,40,1,1
2,51,67,56,54,20,70,62,55,38,21,46,54,48,65,55,26,1,1
2,51,43,15,63,38,42,34,61,71,53,59,63,22,56,40,61,1,1
2,46,47,52,41,67,38,53,64,56,59,62,29,41,30,89,43,0,0
2,18,33,75,15,47,59,38,43,49,25,31,35,39,41,56,50,0,0
2,54,46,67,79,60,42,41,13,43,59,62,41,53,58,52,32,0,1
2,93,37,40,51,35,66,35,46,26,52,47,56,54,52,59,54,0,1
2,51,45,53,52,93,66,52,59,38,64,40,68,61,47,46,26,1,1
2,55,57,39,70,43,63,85,49,40,50,69,71,46,43,30,37,1,1
2,56,71,50,15,59,52,80,36,47,49,46,41,75,58,49,54,0,1
2,59,28,54,42,51,42,39,46,17,56,71,49,66,40,20,41,0,1
2,44,31,56,54,91,72,72,42,68,57,55,54,43,71,51,67,0,1
2,68,16,29,35,44,50,37,44,49,48,55,32,29,59,78,50,1,0
2,52,84,44,58,38,61,61,72,75,29,43,48,49,51,35,62,1,0
2,53,42,86,63,65,26,49,27,66,40,47,59,50,38,60,50,0,1
2,16,72,58,36,28,56,71,45,41,57,39,48,33,49,60,56,0,1
2,63,41,41,35,30,41,42,35,24,74,57,27,50,15,51,31,0,0
2,15,23,40,44,71,61,56,27,42,28,58,36,35,55,44,40,0,1
2,30,52,63,26,58,54,52,66,56,82,50,40,76,69,43,66,1,0
2,39,64,52,46,42,58,58,68,54,53,57,62,76,16,33,73,0,0
2,43,54,39,74,66,56,37,32,16,44,26,47,52,26,50,57,1,1
2,40,52,45,58,29,37,45,59,54,33,65,44,44,10,45,76,0,0
2,38,65,81,58,52,72,19,41,39,62,60,54,42,46,50,68,0,1
2,71,47,82,75,60,50,20,60,71,64,40,56,48,65,55,65,0,1
2,38,27,59,32,40,46,36,49,22,26,41,84,28,53,35,42,0,1
2,29,32,50,42,67,22,47,31,36,64,61,63,66,45,36,28,1,0
2,26,54,77,47,86,35,50,42,48,52,59,50,35,61,65,47,0,1
2,71,56,44,34,40,40,46,21,28,43,72,66,65,43,54,59,1,0
2,43,47,83,57,44,53,24,80,52,43,61,68,38,53,53,62,0,1
2,52,40,70,56,65,58,70,60,65,78,63,19,77,65,41,61,0,0
2,54,47,60,39,53,67,50,16,36,71,62,53,85,44,56,57,1,0
2,55,59,72,30,81,57,56,71,51,61,63,40,36,68,25,58,1,1
2,33,16,49,77,69,58,61,63,67,46,36,56,56,48,51,62,0,1
2,73,69,35,52,29,31,63,78,62,42,41,55,71,59,50,54,0,1
2,29,47,36,37,64,48,48,73,45,67,51,59,68,63,81,33,1,1
2,54,13,53,41,56,39,58,33,62,28,57,66,37,45,69,61,1,0
2,28,56,17,82,30,37,43,49,51,39,26,46,48,33,53,51,0,1
2,48,48,53,66,62,43,20,33,60,33,61,55,51,86,52,58,1,0
2,94,39,37,58,32,53,63,62,65,45,42,61,62,46,67,53,0,1
2,74,57,45,37,37,78,92,52,48,42,62,56,62,68,73,59,0,1
2,39,76,38,22,24,66,25,28,47,42,24,38,49,52,36,31,0,1
2,54,16,43,62,56,45,33,49,72,66,57,36,54,71,33,53,1,0
2,53,59,27,44,39,47,39,42,62,56,42,60,60,17,13,39,0,1
2,39,34,38,43,32,30,92,36,28,49,30,44,43,53,41,58,0,1
2,54,37,44,56,47,36,26,49,47,22,62,79,42,24,45,29,0,0
2,52,45,78,46,29,50,34,47,72,44,38,82,69,56,45,60,1,0
2,37,43,12,58,56,40,30,47,44,37,32,50,36,72,67,62,1,1
2,40,59,34,32,42,70,26,34,37,52,76,60,32,42,64,51,1,0
2,52,64,65,47,55,57,63,37,88,37,48,68,55,66,22,54,0,0
2,66,44,42,39,68,79,69,56,68,48,40,58,28,37,68,35,1,1
2,49,44,23,22,35,47,52,67,67,41,71,30,39,45,65,59,1,1
2,75,31,49,49,41,44,71,42,46,69,79,43,73,73,50,44,1,0
2,43,55,66,31,29,53,76,15,54,41,47,38,68,36,43,42,0,1
2,44,59,70,34,50,88,47,86,65,55,57,63,68,50,48,77,0,1
2,82,63,41,13,50,50,64,60,41,66,40,49,48,59,61,59,0,1
2,65,60,52,50,44,58,70,70,67,55,62,48,21,59,69,92,0,1
2,47,45,72,64,65,48,49,56,36,23,85,67,75,55,54,56,0,0
2,42,68,42,51,32,43,19,55,80,58,66,34,52,35,57,49,1,0
2,43,47,63,32,56,33,66,71,42,73,24,33,32,49,31,45,1,0
2,59,38,25,29,59,28,27,55,35,63,56,61,61,24,58,39,1,1
2,46,55,73,35,31,44,67,40,52,72,67,68,37,70,37,66,1,1
2,50,34,49,43,37,35,34,63,33,35,15,84,51,34,47,47,0,0
2,50,60,29,71,67,38,36,54,50,34,26,40,65,48,18,45,1,1
2,40,30,41,51,36,34,31,57,16,10,53,49,29,61,39,64,0,0
2,48,73,34,49,38,32,73,83,75,46,43,59,53,46,54,55,0,1
2,55,56,57,52,20,49,39,73,67,34,71,59,71,41,63,75,1,0
2,77,43,73,75,55,50,53,37,59,45,66,66,51,30,38,30,1,0
2,66,50,39,48,36,59,45,55,14,31,65,71,57,46,46,68,0,0
2,47,46,57,48,35,67,22,27,55,70,42,33,78,55,55,41,1,0
2,56,46,55,53,68,37,62,49,42,74,73,78,52,43,44,19,0,0
2,74,35,44,36,30,58,54,62,85,62,48,61,57,47,70,39,1,0
2,48,64,45,41,69,36,60,78,46,32,31,63,66,53,25,47,1,1
2,72,59,49,39,60,40,67,29,19,46,47,55,37,53,57,21,1,0
2,54,40,34,43,36,61,57,40,61,46,40,51,27,75,11,57,0,0
2,74,48,87,40,57,39,29,67,53,68,51,35,63,60,55,53,0,1
2,31,44,59,66,50,18,47,44,39,38,60,60,51,74,75,44,1,0
2,57,40,52,33,14,46,53,55,71,41,62,68,65,27,46,51,1,0
2,56,60,42,68,65,71,66,49,57,45,64,62,32,99,68,50,0,0
2,17,34,27,35,47,77,67,41,51,30,34,38,60,49,47,36,0,0
2,56,40,40,61,53,33,48,58,52,47,22,80,31,63,32,62,0,0
2,54,76,72,57,31,45,39,51,40,54,26,38,19,62,53,53,1,0
2,67,45,49,33,53,44,50,51,76,49,35,38,15,47,61,73,0,0
2,59,29,66,38,67,63,42,35,51,73,55,48,88,54,43,66,1,0
2,21,36,52,68,31,47,45,57,50,83,66,37,36,53,57,61,1,0
2,19,34,39,53,59,68,39,80,40,62,65,42,41,43,49,49,0,0
2,51,42,59,36,74,55,23,49,43,72,74,35,48,72,56,71,1,0
2,28,26,63,47,52,66,14,66,43,48,64,31,53,45,42,37,0,1
2,28,48,40,38,58,47,30,42,23,21,58,23,38,63,69,30,0,0
2,84,57,18,59,49,55,71,73,67,47,54,74,48,54,67,51,0,1
2,73,60,64,59,69,56,52,24,17,57,68,48,48,57,39,43,1,1
2,28,35,56,58,75,90,65,64,56,57,63,52,64,76,58,43,0,1
2,61,11,41,58,58,47,30,75,60,58,31,45,50,41,45,56,0,1
2,44,83,55,55,41,80,58,64,58,50,69,29,57,30,63,44,1,1
2,75,49,42,51,38,33,56,29,41,48,83,69,59,56,39,63,1,1
2,33,66,61,36,39,43,21,35,60,44,39,46,70,38,75,41,1,0
2,74,47,78,58,39,53,61,36,47,26,39,54,31,74,44,52,1,0
2,51,45,38,64,19,37,65,42,61,71,50,38,78,51,52,36,1,0
2,37,42,74,66,73,43,68,22,52,42,60,72,45,58,46,50,0,0
2,66,25,81,30,74,61,71,56,50,53,53,57,82,57,63,51,0,0
2,46,48,48,31,51,76,72,67,39,55,69,43,61,35,38,23,1,1
2,36,25,54,58,19,41,15,71,32,33,22,39,46,52,52,43,0,1
2,59,43,80,70,73,46,67,43,61,47,72,51,49,43,58,22,1,1
2,33,92,53,61,85,45,54,60,48,54,53,74,59,61,55,76,0,1
2,57,65,60,24,45,15,74,50,41,37,56,58,43,44,49,67,0,1
2,49,75,68,59,40,52,68,14,58,35,62,66,41,57,50,53,0,1
2,40,22,36,54,72,41,48,55,66,56,23,69,49,54,71,60,1,1
2,40,33,87,65,44,24,52,38,63,60,49,43,32,38,48,48,0,1
2,46,62,33,21,26,56,82,48,40,60,40,51,41,57,52,33,0,1
2,38,42,52,53,52,55,31,29,36,63,35,75,13,30,50,51,0,0
2,46,53,48,59,74,53,48,41,62,92,27,43,60,39,42,59,0,0
2,26,59,61,55,68,31,54,45,53,54,79,62,42,40,75,76,1,0
2,56,71,70,33,58,66,87,26,55,68,49,45,67,51,70,61,0,1
2,42,68,63,39,11,62,34,23,38,60,35,39,52,35,48,34,0,0
2,39,50,39,65,42,43,59,42,48,34,46,34,93,41,44,34,0,0
2,19,46,40,68,56,30,40,35,82,63,47,40,46,35,54,48,1,0
2,58,25,33,34,51,30,63,57,44,54,56,67,46,42,84,39,1,0
2,46,27,53,80,58,47,47,58,34,21,34,44,43,70,34,55,1,1
2,49,56,61,42,50,38,69,82,29,50,66,31,68,32,51,42,1,1
2,41,39,53,58,51,38,45,27,55,56,25,41,22,82,36,37,0,0
2,67,50,40,58,45,31,19,45,67,36,64,60,59,64,59,25,1,0
2,58,46,83,62,58,34,73,65,59,41,48,54,57,46,20,72,1,1
2,46,39,30,54,35,71,50,26,64,50,47,51,25,73,58,63,1,0
2,43,25,27,61,11,60,66,56,42,52,65,45,34,34,38,40,0,0
2,49,52,93,28,45,60,78,58,39,67,60,68,57,52,57,67,0,1
2,43,29,32,51,49,24,66,59,77,73,54,46,50,48,50,32,1,1
2,34,34,33,50,58,63,35,19,42,45,35,55,36,49,78,69,1,0
2,64,52,34,77,39,44,51,65,55,31,37,70,54,34,28,35,1,1
2,40,40,55,87,30,38,36,73,59,53,59,56,52,46,29,47,0,1
2,24,42,55,77,49,37,46,47,56,59,79,42,45,79,45,50,1,1
2,51,63,66,44,51,72,69,64,67,63,50,80,32,43,53,94,0,1
2,57,49,69,64,66,50,85,37,64,39,56,53,74,29,52,36,1,1
2,54,53,46,41,49,90,39,19,41,60,42,59,48,43,64,37,0,1
2,19,60,75,47,27,52,70,42,56,42,66,35,51,40,46,54,0,0
2,36,54,34,38,48,61,48,56,31,35,43,64,69,69,52,15,0,0
2,83,32,52,54,48,60,65,46,26,32,58,53,70,45,39,34,1,1
2,37,82,76,33,55,40,75,42,67,38,53,59,44,56,66,55,0,1
2,49,37,30,46,43,71,73,43,49,42,75,47,56,48,85,68,1,0
2,56,59,27,38,74,51,49,65,37,76,32,42,40,48,34,30,1,0
2,56,56,61,27,69,76,52,44,70,40,51,18,41,54,43,40,1,1
2,76,45,39,31,44,55,64,43,57,96,62,53,61,54,49,50,1,0
2,82,44,38,56,72,55,66,67,44,34,33,42,69,47,58,73,1,1
2,50,41,46,64,37,61,74,30,16,34,53,35,50,30,63,42,1,1
